"Table S1: Accession, taxonomy, isocyanide synthase count, and busco counts for all of the NCBI annotated genomes analyed for this study."											
											
Accession	ICS_Count	Kingdom	Phylum	Fungal_Class	Order	Family	Genus	Species	Buscos (out of 290)	BuscoScore	
GCF_010724455.1	2	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_lentulus	285	0.982758621	
GCF_011745365.1	2	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Cryphonectriaceae	Cryphonectria	Cryphonectria_parasitica	274	0.944827586	
GCF_013368755.1	2	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_rugulosus	281	0.968965517	
GCF_013461495.1	2	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis_fragariae	286	0.986206897	
GCF_014117465.1	2	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_flavus	280	0.965517241	
GCF_014898295.1	2	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis_byssoidea	290	1	
GCF_014898465.1	2	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis_porri	289	0.996551724	
GCF_020137385.1	2	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella_sextelata	275	0.948275862	
GCF_020360975.1	2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hirsutella	Hirsutella_rhossiliensis	286	0.986206897	
GCF_020744475.1	2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_redolens	287	0.989655172	
GCF_021365365.1	2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria_robusta	286	0.986206897	
GCF_022478715.1	2	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia_decipiens	284	0.979310345	
GCF_022478755.1	2	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia_loculata	284	0.979310345	
GCF_022478825.1	2	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia_caldariorum	290	1	
GCF_022496945.1	2	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Annulohypoxylon	Annulohypoxylon_maeteangense	288	0.993103448	
GCF_022497035.1	2	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia_vernicosa	288	0.993103448	
GCF_022578515.1	2	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Annulohypoxylon	Annulohypoxylon_truncatum	286	0.986206897	
GCF_022829205.1	2	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Wardomyces	Wardomyces_moseri	288	0.993103448	
GCF_022830035.1	2	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	Ophidiomyces_ophidiicola	280	0.965517241	
GCF_022836535.1	2	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum_spaethianum	247	0.851724138	
GCF_022984875.1	2	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	Hypoxylon_fragiforme	283	0.975862069	
GCF_902498895.1	2	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Saprochaete	Saprochaete_ingens	279	0.962068966	
GCA_000002495.2	1	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia_oryzae	286	0.986206897	
GCA_000002515.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces_lactis	288	0.993103448	
GCA_000002545.2	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Candida_glabrata	281	0.968965517	
GCA_000002855.2	1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_niger	277	0.955172414	
GCA_000003525.2	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces	Blastomyces_dermatitidis	267	0.920689655	
GCA_000003835.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	Clavispora_lusitaniae	269	0.927586207	
GCA_000003855.2	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces	Blastomyces_gilchristii	266	0.917241379	
GCA_000006335.3	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_tropicalis	271	0.934482759	
GCA_000026945.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_dubliniensis	286	0.986206897	
GCA_000091025.4	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium_gossypii	287	0.989655172	
GCA_000142805.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea_thermotolerans	289	0.996551724	
GCA_000143105.2	1	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Grosmannia	Grosmannia_clavigera	279	0.962068966	
GCA_000143365.1	1	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium_globosum	249	0.85862069	
GCA_000143535.4	1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis_cinerea	269	0.927586207	
GCA_000145635.1	1	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Gaeumannomyces	Gaeumannomyces_tritici	274	0.944827586	
GCA_000146045.2	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	266	0.917241379	
GCA_000149365.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	256	0.882758621	
GCA_000149445.2	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	269	0.927586207	
GCA_000149585.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Histoplasma	Histoplasma_capsulatum	240	0.827586207	
GCA_000149685.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Lodderomyces	Lodderomyces_elongisporus	272	0.937931034	
GCA_000149985.1	1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora_triticirepentis	278	0.95862069	
GCA_000150035.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Vanderwaltozyma	Vanderwaltozyma_polyspora	264	0.910344828	
GCA_000150115.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Histoplasma	Histoplasma_capsulatum	279	0.962068966	
GCA_000150675.2	1	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium_dahliae	271	0.934482759	
GCA_000150705.2	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales		Paracoccidioides	Paracoccidioides_lutzii	285	0.982758621	
GCA_000150735.2	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales		Paracoccidioides	Paracoccidioides_brasiliensis	286	0.986206897	
GCA_000151005.2	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Histoplasma	Histoplasma_capsulatum	279	0.962068966	
GCA_000151035.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Histoplasma	Histoplasma_capsulatum	240	0.827586207	
GCA_000151125.2	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_benhamiae	252	0.868965517	
GCA_000151145.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Microsporum	Microsporum_canis	282	0.972413793	
GCA_000151175.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_equinum	273	0.94137931	
GCA_000151355.1	1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_vanettenii	282	0.972413793	
GCA_000151425.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_rubrum	213	0.734482759	
GCA_000151505.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_verrucosum	246	0.848275862	
GCA_000151595.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces	Blastomyces_dermatitidis	265	0.913793103	
GCA_000166005.1	1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora_teres	282	0.972413793	
GCA_000166155.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces	Blastomyces_dermatitidis	262	0.903448276	
GCA_000167675.2	1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_reesei	288	0.993103448	
GCA_000181435.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	265	0.913793103	
GCA_000182175.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	201	0.693103448	
GCA_000182315.2	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	263	0.906896552	
GCA_000182565.2	1	Fungi	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces_punctatus	263	0.906896552	
GCA_000182765.2	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_parapsilosis	290	1	
GCA_000182965.3	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	286	0.986206897	
GCA_000190195.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	179	0.617241379	
GCA_000190215.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	191	0.65862069	
GCA_000190255.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	169	0.582758621	
GCA_000209165.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	Scheffersomyces_stipitis	281	0.968965517	
GCA_000218975.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	260	0.896551724	
GCA_000219625.1	1	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria	Zymoseptoria_tritici	285	0.982758621	
GCA_000223465.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Yamadazyma	Yamadazyma_tenuis	185	0.637931034	
GCA_000223485.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Spathaspora	Spathaspora_passalidarum	281	0.968965517	
GCA_000226095.1	1	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thermothelomyces	Thermothelomyces_thermophilus	280	0.965517241	
GCA_000227115.2	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma	Naumovozyma_dairenensis	270	0.931034483	
GCA_000230395.2	1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_niger	269	0.927586207	
GCA_000235365.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium_cymbalariae	271	0.934482759	
GCA_000236905.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Tetrapisispora	Tetrapisispora_phaffii	277	0.955172414	
GCA_000237345.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma	Naumovozyma_castellii	268	0.924137931	
GCA_000238015.2	1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	Glarea_lozoyensis	144	0.496551724	
GCA_000239835.2	1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_luchuensis	282	0.972413793	
GCA_000243375.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	Torulaspora_delbrueckii	289	0.996551724	
GCA_000260735.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	266	0.917241379	
GCA_000269885.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	269	0.927586207	
GCA_000281105.1	1	Fungi	Ascomycota	Dothideomycetes			Coniosporium	Coniosporium_apollinis	284	0.979310345	
GCA_000292585.1	1	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia_oryzae	288	0.993103448	
GCA_000292605.1	1	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia_oryzae	286	0.986206897	
GCA_000292725.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_arboricola	215	0.74137931	
GCA_000293215.1	1	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	Trichosporon_asahii	255	0.879310345	
GCA_000298775.1	1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Drepanopezizaceae	Drepanopeziza	Drepanopeziza_brunnea	287	0.989655172	
GCA_000299215.2	1	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	Trichosporon_asahii	257	0.886206897	
GCA_000304475.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_africana	276	0.951724138	
GCA_000313485.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces_ciferrii	279	0.962068966	
GCA_000315875.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_orthopsilosis	287	0.989655172	
GCA_000315915.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Tetrapisispora	Tetrapisispora_blattae	284	0.979310345	
GCA_000325965.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	192	0.662068966	
GCA_000326005.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	159	0.548275862	
GCA_000338955.1	1	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Baudoinia	Baudoinia_panamericana	278	0.95862069	
GCA_000340195.1	1	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Dothistroma	Dothistroma_septosporum	280	0.965517241	
GCA_000344705.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_maltosa	270	0.931034483	
GCA_000347355.1	1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps_purpurea	278	0.95862069	
GCA_000348985.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_naganishii	277	0.955172414	
GCA_000349525.1	1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis_cinerea	286	0.986206897	
GCA_000365145.2	1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora_europaea	284	0.979310345	
GCA_000365165.2	1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_carrionii	285	0.982758621	
GCA_000412225.2	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Ashbya_aceris_nom_inval	271	0.934482759	
GCA_000442885.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces	Zygosaccharomyces_bailii	277	0.955172414	
GCA_000465215.2	1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora_seminiperda	213	0.734482759	
GCA_000497085.1	1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Paecilomyces	Paecilomyces_variotii	283	0.975862069	
GCA_000513815.1	1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_reesei	288	0.993103448	
GCA_000568005.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	251	0.865517241	
GCA_000568055.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	242	0.834482759	
GCA_000568295.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	230	0.793103448	
GCA_000568365.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	245	0.844827586	
GCA_000585565.1	1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia_epimyces	285	0.982758621	
GCA_000600275.1	1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_ruber	286	0.986206897	
GCA_000616765.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_rubrum	227	0.782758621	
GCA_000616785.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	263	0.906896552	
GCA_000616805.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_rubrum	226	0.779310345	
GCA_000616825.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_rubrum	227	0.782758621	
GCA_000616845.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_rubrum	228	0.786206897	
GCA_000616865.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_soudanense	232	0.8	
GCA_000616905.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_rubrum	228	0.786206897	
GCA_000616945.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_rubrum	218	0.751724138	
GCA_000616965.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_rubrum	224	0.772413793	
GCA_000616985.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_rubrum	227	0.782758621	
GCA_000622975.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	270	0.931034483	
GCA_000622995.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_rubrum	228	0.786206897	
GCA_000662435.2	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	264	0.910344828	
GCA_000691765.2	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	281	0.968965517	
GCA_000709125.1	1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_aquamarina	280	0.965517241	
GCA_000711695.1	1	Fungi	Basidiomycota	Exobasidiomycetes	Georgefischeriales	Tilletiariaceae	Tilletiaria	Tilletiaria_anomala	284	0.979310345	
GCA_000721765.1	1	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_namibiae	283	0.975862069	
GCA_000721785.1	1	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_pullulans	284	0.979310345	
GCA_000750805.1	1	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus_sp_VKM_F4515_FW2607	261	0.9	
GCA_000769265.1	1	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Acremonium	Acremonium_chrysogenum	281	0.968965517	
GCA_000773725.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	282	0.972413793	
GCA_000773735.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	286	0.986206897	
GCA_000773745.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	283	0.975862069	
GCA_000773755.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	286	0.986206897	
GCA_000773805.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	284	0.979310345	
GCA_000773825.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	283	0.975862069	
GCA_000773845.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	284	0.979310345	
GCA_000774085.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	283	0.975862069	
GCA_000775445.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	281	0.968965517	
GCA_000775455.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	280	0.965517241	
GCA_000775465.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	279	0.962068966	
GCA_000775505.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	284	0.979310345	
GCA_000775525.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	283	0.975862069	
GCA_000784495.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	282	0.972413793	
GCA_000784505.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	285	0.982758621	
GCA_000784515.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	283	0.975862069	
GCA_000784525.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	283	0.975862069	
GCA_000784575.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	283	0.975862069	
GCA_000784595.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	281	0.968965517	
GCA_000784615.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	282	0.972413793	
GCA_000784635.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	279	0.962068966	
GCA_000784655.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	280	0.965517241	
GCA_000784695.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	280	0.965517241	
GCA_000812105.1	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_rubrum	282	0.972413793	
GCA_000820885.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces_dobzhanskii	282	0.972413793	
GCA_000827265.1	1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	Gymnopus_luxurians	280	0.965517241	
GCA_000835435.1	1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora_americana	268	0.924137931	
GCA_000835455.1	1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea_pedrosoi	288	0.993103448	
GCA_000835475.1	1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_bantiana	287	0.989655172	
GCA_000938715.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea_lanzarotensis	288	0.993103448	
GCA_000956085.1	1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_parasiticus	211	0.727586207	
GCA_000966595.1	1	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria	Zymoseptoria_brevis	285	0.982758621	
GCA_000968475.1	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora_uvarum	178	0.613793103	
GCA_000968615.1	1	Fungi	Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	Thielaviopsis	Thielaviopsis_punctulata	274	0.944827586	
