TreeTip_Name	Protein	Accession	Lichen	ICS_Clade	Species	Genus	Fungal_Class
Dactylonectria_macrodidyma_KAH7113623.1	KAH7113623.1	GCA_020744425.1	NotLichen	gcf_1	Dactylonectria_macrodidyma	Dactylonectria	Sordariomycetes
Dactylonectria_macrodidyma_KAH7113622.1	KAH7113622.1	GCA_020744425.1	NotLichen	gcf_1	Dactylonectria_macrodidyma	Dactylonectria	Sordariomycetes
Corynespora_cassiicola_PSN59670.1	PSN59670.1	GCA_003016335.1	NotLichen	gcf_1	Corynespora_cassiicola	Corynespora	Dothideomycetes
Corynespora_cassiicola_PSN59669.1	PSN59669.1	GCA_003016335.1	NotLichen	gcf_1	Corynespora_cassiicola	Corynespora	Dothideomycetes
Colletotrichum_viniferum_KAF4926123.1	KAF4926123.1	GCA_013201765.1	NotLichen	gcf_1	Colletotrichum_viniferum	Colletotrichum	Sordariomycetes
Colletotrichum_viniferum_KAF4926118.1	KAF4926118.1	GCA_013201765.1	NotLichen	gcf_1	Colletotrichum_viniferum	Colletotrichum	Sordariomycetes
Colletotrichum_tropicale_KAF4827926.1	KAF4827926.1	GCA_013201785.1	NotLichen	gcf_1	Colletotrichum_tropicale	Colletotrichum	Sordariomycetes
Colletotrichum_tropicale_KAF4827923.1	KAF4827923.1	GCA_013201785.1	NotLichen	gcf_1	Colletotrichum_tropicale	Colletotrichum	Sordariomycetes
Colletotrichum_trifolii_TDZ46124.1	TDZ46124.1	GCA_004367215.1	NotLichen	gcf_1	Colletotrichum_trifolii	Colletotrichum	Sordariomycetes
Colletotrichum_trifolii_TDZ46123.1	TDZ46123.1	GCA_004367215.1	NotLichen	gcf_1	Colletotrichum_trifolii	Colletotrichum	Sordariomycetes
Colletotrichum_sublineola_KDN67630.1	KDN67630.1	GCA_000696135.1	NotLichen	gcf_1	Colletotrichum_sublineola	Colletotrichum	Sordariomycetes
Colletotrichum_sublineola_KDN67629.1	KDN67629.1	GCA_000696135.1	NotLichen	gcf_1	Colletotrichum_sublineola	Colletotrichum	Sordariomycetes
Colletotrichum_spinosum_TDZ27412.1	TDZ27412.1	GCA_004366825.1	NotLichen	gcf_1	Colletotrichum_spinosum	Colletotrichum	Sordariomycetes
Colletotrichum_spinosum_TDZ27410.1	TDZ27410.1	GCA_004366825.1	NotLichen	gcf_1	Colletotrichum_spinosum	Colletotrichum	Sordariomycetes
Colletotrichum_siamense_KAF4866809.1	KAF4866809.1	GCA_013201745.1	NotLichen	gcf_1	Colletotrichum_siamense	Colletotrichum	Sordariomycetes
Colletotrichum_siamense_KAF4866808.1	KAF4866808.1	GCA_013201745.1	NotLichen	gcf_1	Colletotrichum_siamense	Colletotrichum	Sordariomycetes
Colletotrichum_plurivorum_KAF6818054.1	KAF6818054.1	GCA_014235945.1	NotLichen	gcf_1	Colletotrichum_plurivorum	Colletotrichum	Sordariomycetes
Colletotrichum_plurivorum_KAF6818053.1	KAF6818053.1	GCA_014235945.1	NotLichen	gcf_1	Colletotrichum_plurivorum	Colletotrichum	Sordariomycetes
Colletotrichum_orbiculare_TDZ26084.1	TDZ26084.1	GCA_000350065.2	NotLichen	gcf_1	Colletotrichum_orbiculare	Colletotrichum	Sordariomycetes
Colletotrichum_orbiculare_TDZ26083.1	TDZ26083.1	GCA_000350065.2	NotLichen	gcf_1	Colletotrichum_orbiculare	Colletotrichum	Sordariomycetes
Colletotrichum_musicola_KAF6841837.1	KAF6841837.1	GCA_014235935.1	NotLichen	gcf_1	Colletotrichum_musicola	Colletotrichum	Sordariomycetes
Colletotrichum_musicola_KAF6841836.1	KAF6841836.1	GCA_014235935.1	NotLichen	gcf_1	Colletotrichum_musicola	Colletotrichum	Sordariomycetes
Colletotrichum_higginsianum_TIC91549.1	TIC91549.1	GCA_004920355.1	NotLichen	gcf_1	Colletotrichum_higginsianum	Colletotrichum	Sordariomycetes
Colletotrichum_higginsianum_TIC91548.1	TIC91548.1	GCA_004920355.1	NotLichen	gcf_1	Colletotrichum_higginsianum	Colletotrichum	Sordariomycetes
Colletotrichum_graminicola_XP_008100802.1	XP_008100802.1	GCF_000149035.1	NotLichen	gcf_1	Colletotrichum_graminicola	Colletotrichum	Sordariomycetes
Colletotrichum_graminicola_XP_008098147.1	XP_008098147.1	GCF_000149035.1	NotLichen	gcf_1	Colletotrichum_graminicola	Colletotrichum	Sordariomycetes
Colletotrichum_graminicola_XP_008098146.1	XP_008098146.1	GCF_000149035.1	NotLichen	gcf_1	Colletotrichum_graminicola	Colletotrichum	Sordariomycetes
Colletotrichum_gloeosporioides_KAH9228788.1	KAH9228788.1	GCA_021432615.1	NotLichen	gcf_1	Colletotrichum_gloeosporioides	Colletotrichum	Sordariomycetes
Colletotrichum_gloeosporioides_KAH9228787.1	KAH9228787.1	GCA_021432615.1	NotLichen	gcf_1	Colletotrichum_gloeosporioides	Colletotrichum	Sordariomycetes
Colletotrichum_fructicola_KAF4492614.1	KAF4492614.1	GCA_000319635.2	NotLichen	gcf_1	Colletotrichum_fructicola	Colletotrichum	Sordariomycetes
Colletotrichum_fructicola_KAF4492613.1	KAF4492613.1	GCA_000319635.2	NotLichen	gcf_1	Colletotrichum_fructicola	Colletotrichum	Sordariomycetes
Colletotrichum_camelliae_KAH0423569.1	KAH0423569.1	GCA_011947485.2	NotLichen	gcf_1	Colletotrichum_camelliae	Colletotrichum	Sordariomycetes
Colletotrichum_camelliae_KAH0423568.1	KAH0423568.1	GCA_011947485.2	NotLichen	gcf_1	Colletotrichum_camelliae	Colletotrichum	Sordariomycetes
Colletotrichum_asianum_KAF0317406.1	KAF0317406.1	GCA_009806415.1	NotLichen	gcf_1	Colletotrichum_asianum	Colletotrichum	Sordariomycetes
Colletotrichum_aenigma_XP_037186053.1	XP_037186053.1	GCF_013390185.1	NotLichen	gcf_1	Colletotrichum_aenigma	Colletotrichum	Sordariomycetes
Colletotrichum_aenigma_XP_037185130.1	XP_037185130.1	GCF_013390185.1	NotLichen	gcf_1	Colletotrichum_aenigma	Colletotrichum	Sordariomycetes
Botryosphaeria_dothidea_KAF4311483.1	KAF4311483.1	GCA_011503125.2	NotLichen	gcf_1	Botryosphaeria_dothidea	Botryosphaeria	Dothideomycetes
Botryosphaeria_dothidea_KAF4311480.1	KAF4311480.1	GCA_011503125.2	NotLichen	gcf_1	Botryosphaeria_dothidea	Botryosphaeria	Dothideomycetes
Botryosphaeria_dothidea_KAF4308224.1	KAF4308224.1	GCA_011503125.2	NotLichen	gcf_1	Botryosphaeria_dothidea	Botryosphaeria	Dothideomycetes
Boeremia_exigua_KAH6622477.1	KAH6622477.1	GCA_020726555.1	NotLichen	gcf_1	Boeremia_exigua	Boeremia	Dothideomycetes
Boeremia_exigua_KAH6622476.1	KAH6622476.1	GCA_020726555.1	NotLichen	gcf_1	Boeremia_exigua	Boeremia	Dothideomycetes
Bipolaris_zeicola_XP_007713832.1	XP_007713832.1	GCF_000523435.1	NotLichen	gcf_1	Bipolaris_zeicola	Bipolaris	Dothideomycetes
Bipolaris_zeicola_XP_007713829.1	XP_007713829.1	GCF_000523435.1	NotLichen	gcf_1	Bipolaris_zeicola	Bipolaris	Dothideomycetes
Bipolaris_victoriae_XP_014559421.1	XP_014559421.1	GCF_000527765.1	NotLichen	gcf_1	Bipolaris_victoriae	Bipolaris	Dothideomycetes
Bipolaris_victoriae_XP_014559419.1	XP_014559419.1	GCF_000527765.1	NotLichen	gcf_1	Bipolaris_victoriae	Bipolaris	Dothideomycetes
Bipolaris_sorokiniana_XP_007702882.1	XP_007702882.1	GCF_000338995.1	NotLichen	gcf_1	Bipolaris_sorokiniana	Bipolaris	Dothideomycetes
Bipolaris_sorokiniana_XP_007702614.1	XP_007702614.1	GCF_000338995.1	NotLichen	gcf_1	Bipolaris_sorokiniana	Bipolaris	Dothideomycetes
Bipolaris_oryzae_XP_007687044.1	XP_007687044.1	GCF_000523455.1	NotLichen	gcf_1	Bipolaris_oryzae	Bipolaris	Dothideomycetes
Bipolaris_oryzae_XP_007687041.1	XP_007687041.1	GCF_000523455.1	NotLichen	gcf_1	Bipolaris_oryzae	Bipolaris	Dothideomycetes
Bipolaris_maydis_XP_014082599.1	XP_014082599.1	GCF_000354255.1	NotLichen	gcf_1	Bipolaris_maydis	Bipolaris	Dothideomycetes
Bipolaris_maydis_XP_014082596.1	XP_014082596.1	GCF_000354255.1	NotLichen	gcf_1	Bipolaris_maydis	Bipolaris	Dothideomycetes
Alternaria_panax_KAG9195583.1	KAG9195583.1	GCA_019702505.1	NotLichen	gcf_1	Alternaria_panax	Alternaria	Dothideomycetes
Alternaria_panax_KAG9195582.1	KAG9195582.1	GCA_019702505.1	NotLichen	gcf_1	Alternaria_panax	Alternaria	Dothideomycetes
Zopfia_rhizophila_KAF2189946.1	KAF2189946.1	GCA_010093925.1	NotLichen	gcf_4	Zopfia_rhizophila	Zopfia	Dothideomycetes
Zopfia_rhizophila_KAF2188834.1	KAF2188834.1	GCA_010093925.1	NotLichen	gcf_4	Zopfia_rhizophila	Zopfia	Dothideomycetes
Zopfia_rhizophila_KAF2184527.1	KAF2184527.1	GCA_010093925.1	NotLichen	gcf_4	Zopfia_rhizophila	Zopfia	Dothideomycetes
Zopfia_rhizophila_KAF2183622.1	KAF2183622.1	GCA_010093925.1	NotLichen	gcf_4	Zopfia_rhizophila	Zopfia	Dothideomycetes
Zopfia_rhizophila_KAF2181235.1	KAF2181235.1	GCA_010093925.1	NotLichen	gcf_4	Zopfia_rhizophila	Zopfia	Dothideomycetes
Xylona_heveae_XP_018185737.1	XP_018185737.1	GCF_001619985.1	NotLichen	gcf_4	Xylona_heveae	Xylona	Xylonomycetes
Xylariaceae_sp_FL0255_KAI1323440.1	KAI1323440.1	GCA_022578795.1	NotLichen	gcf_4	Xylariaceae_sp_FL0255		Sordariomycetes
Xylariaceae_sp_AK1471_KAI3322286.1	KAI3322286.1	GCA_023159215.1	NotLichen	gcf_4	Xylariaceae_sp_AK1471		Sordariomycetes
Xylaria_nigripes_KAI2624507.1	KAI2624507.1	GCA_022984845.1	NotLichen	gcf_4	Xylaria_nigripes	Xylaria	Sordariomycetes
Xylaria_intraflava_KAI1826660.1	KAI1826660.1	GCA_022385655.1	NotLichen	gcf_4	Xylaria_intraflava	Xylaria	Sordariomycetes
Xylaria_grammica_KAI0415067.1	KAI0415067.1	GCA_022495055.1	NotLichen	gcf_4	Xylaria_grammica	Xylaria	Sordariomycetes
Xylaria_castorea_KAI1749747.1	KAI1749747.1	GCA_022495115.1	NotLichen	gcf_4	Xylaria_castorea	Xylaria	Sordariomycetes
Venustampulla_echinocandica_XP_031867136.1	XP_031867136.1	GCF_003357145.1	NotLichen	gcf_4	Venustampulla_echinocandica	Venustampulla	Leotiomycetes
Venturia_inaequalis_KAE9971227.1	KAE9971227.1	GCA_009769405.1	NotLichen	gcf_4	Venturia_inaequalis	Venturia	Dothideomycetes
Trapelia_coarctata_MCJ1249024.1	MCJ1249024.1	GCA_022813945.1	Lichen	gcf_4	Trapelia_coarctata	Trapelia	Lecanoromycetes
Thelonectria_olida_KAH6873788.1	KAH6873788.1	GCA_020736575.1	NotLichen	gcf_4	Thelonectria_olida	Thelonectria	Sordariomycetes
Teloschistes_peruensis_KAI4109238.1	KAI4109238.1	GCA_023645835.1	Lichen	gcf_4	Teloschistes_peruensis	Teloschistes	Lecanoromycetes
Rhexocercosporidium_sp_MPIPUGEAT0058_KAH7310169.1	KAH7310169.1	GCA_020746875.1	NotLichen	gcf_4	Rhexocercosporidium_sp_MPIPUGEAT0058	Rhexocercosporidium	Leotiomycetes
Pyrenochaeta_sp_MPISDFRAT0127_KAH7394736.1	KAH7394736.1	GCA_020747015.1	NotLichen	gcf_4	Pyrenochaeta_sp_MPISDFRAT0127	Pyrenochaeta	Dothideomycetes
Polychaeton_citri_KAF2724383.1	KAF2724383.1	GCA_010093785.1	NotLichen	gcf_4	Polychaeton_citri	Polychaeton	Dothideomycetes
Plenodomus_tracheiphilus_KAF2850861.1	KAF2850861.1	GCA_010093695.1	NotLichen	gcf_4	Plenodomus_tracheiphilus	Plenodomus	Dothideomycetes
Plectosphaerella_cucumerina_KAH7363515.1	KAH7363515.1	GCA_020746995.1	NotLichen	gcf_4	Plectosphaerella_cucumerina	Plectosphaerella	Sordariomycetes
Pestalotiopsis_sp_9143b_KAI4598856.1	KAI4598856.1	GCA_023701735.1	NotLichen	gcf_4	Pestalotiopsis_sp_9143b	Pestalotiopsis	Sordariomycetes
Periconia_macrospinosa_PVH95939.1	PVH95939.1	GCA_003073855.1	NotLichen	gcf_4	Periconia_macrospinosa	Periconia	Dothideomycetes
Neofusicoccum_parvum_XP_007589469.1	XP_007589469.1	GCF_000385595.1	NotLichen	gcf_4	Neofusicoccum_parvum	Neofusicoccum	Dothideomycetes
Neofusicoccum_parvum_XP_007586622.1	XP_007586622.1	GCF_000385595.1	NotLichen	gcf_4	Neofusicoccum_parvum	Neofusicoccum	Dothideomycetes
Nemania_sp_FL0916_KAI1176519.1	KAI1176519.1	GCA_022578715.1	NotLichen	gcf_4	Nemania_sp_FL0916	Nemania	Sordariomycetes
Metarhizium_album_XP_040675969.1	XP_040675969.1	GCF_000804445.1	NotLichen	gcf_4	Metarhizium_album	Metarhizium	Sordariomycetes
Macrophomina_phaseolina_KAH7052137.1	KAH7052137.1	GCA_020744275.1	NotLichen	gcf_4	Macrophomina_phaseolina	Macrophomina	Dothideomycetes
Letrouitia_transgressa_KAI4211283.1	KAI4211283.1	GCA_023646045.1	Lichen	gcf_4	Letrouitia_transgressa	Letrouitia	Lecanoromycetes
Leptosphaeria_maculans_KAH9875832.1	KAH9875832.1	GCA_022343315.1	NotLichen	gcf_4	Leptosphaeria_maculans	Leptosphaeria	Dothideomycetes
Leptodontidium_sp_MPISDFRAT0119_KAH6717435.1	KAH6717435.1	GCA_020726505.1	NotLichen	gcf_4	Leptodontidium_sp_MPISDFRAT0119	Leptodontidium	Leotiomycetes
Hypomontagnella_submonticulosa_KAI2627258.1	KAI2627258.1	GCA_022984865.1	NotLichen	gcf_4	Hypomontagnella_submonticulosa	Hypomontagnella	Sordariomycetes
Hypomontagnella_monticulosa_KAI0386925.1	KAI0386925.1	GCA_022385585.1	NotLichen	gcf_4	Hypomontagnella_monticulosa	Hypomontagnella	Sordariomycetes
Fusarium_nygamai_PNP78552.1	PNP78552.1	GCA_002894225.1	NotLichen	gcf_4	Fusarium_nygamai	Fusarium	Sordariomycetes
Fusarium_mundagurra_KAF5699214.1	KAF5699214.1	GCA_013396205.1	NotLichen	gcf_4	Fusarium_mundagurra	Fusarium	Sordariomycetes
fungal_sp_No14919_GAW19422.1	GAW19422.1	GCA_002003505.1	NotLichen	gcf_4	fungal_sp_No14919		
Diplodia_seriata_KKY14470.1	KKY14470.1	GCA_001006355.1	NotLichen	gcf_4	Diplodia_seriata	Diplodia	Dothideomycetes
Diplodia_corticola_XP_020125231.1	XP_020125231.1	GCF_001883845.1	NotLichen	gcf_4	Diplodia_corticola	Diplodia	Dothideomycetes
Cudoniella_acicularis_KAF4613390.1	KAF4613390.1	GCA_013054445.1	NotLichen	gcf_4	Cudoniella_acicularis	Cudoniella	Leotiomycetes
Cryphonectria_parasitica_XP_040772889.1	XP_040772889.1	GCF_011745365.1	NotLichen	gcf_4	Cryphonectria_parasitica	Cryphonectria	Sordariomycetes
Coniella_lustricola_PSR80684.1	PSR80684.1	GCA_003019895.1	NotLichen	gcf_4	Coniella_lustricola	Coniella	Sordariomycetes
Colletotrichum_viniferum_KAF4914935.1	KAF4914935.1	GCA_013201765.1	NotLichen	gcf_4	Colletotrichum_viniferum	Colletotrichum	Sordariomycetes
Colletotrichum_truncatum_XP_036587171.1	XP_036587171.1	GCF_014235925.1	NotLichen	gcf_4	Colletotrichum_truncatum	Colletotrichum	Sordariomycetes
Colletotrichum_tropicale_KAF4829617.1	KAF4829617.1	GCA_013201785.1	NotLichen	gcf_4	Colletotrichum_tropicale	Colletotrichum	Sordariomycetes
Colletotrichum_trifolii_TDZ39015.1	TDZ39015.1	GCA_004367215.1	NotLichen	gcf_4	Colletotrichum_trifolii	Colletotrichum	Sordariomycetes
Colletotrichum_tofieldiae_GKT61457.1	GKT61457.1	GCA_022836555.1	NotLichen	gcf_4	Colletotrichum_tofieldiae	Colletotrichum	Sordariomycetes
Colletotrichum_tanaceti_TKW59576.1	TKW59576.1	GCA_005350895.1	NotLichen	gcf_4	Colletotrichum_tanaceti	Colletotrichum	Sordariomycetes
Colletotrichum_sublineola_KDN61691.1	KDN61691.1	GCA_000696135.1	NotLichen	gcf_4	Colletotrichum_sublineola	Colletotrichum	Sordariomycetes
Colletotrichum_spinosum_TDZ31087.1	TDZ31087.1	GCA_004366825.1	NotLichen	gcf_4	Colletotrichum_spinosum	Colletotrichum	Sordariomycetes
Colletotrichum_spaethianum_XP_049127814.1	XP_049127814.1	GCF_022836535.1	NotLichen	gcf_4	Colletotrichum_spaethianum	Colletotrichum	Sordariomycetes
Colletotrichum_simmondsii_KXH52230.1	KXH52230.1	GCA_001563135.1	NotLichen	gcf_4	Colletotrichum_simmondsii	Colletotrichum	Sordariomycetes
Colletotrichum_siamense_KAF4855732.1	KAF4855732.1	GCA_013201745.1	NotLichen	gcf_4	Colletotrichum_siamense	Colletotrichum	Sordariomycetes
Colletotrichum_shisoi_TQN69677.1	TQN69677.1	GCA_006783085.1	NotLichen	gcf_4	Colletotrichum_shisoi	Colletotrichum	Sordariomycetes
Colletotrichum_scovillei_XP_035331877.1	XP_035331877.1	GCF_011075155.1	NotLichen	gcf_4	Colletotrichum_scovillei	Colletotrichum	Sordariomycetes
Colletotrichum_salicis_KXH68740.1	KXH68740.1	GCA_001563125.1	NotLichen	gcf_4	Colletotrichum_salicis	Colletotrichum	Sordariomycetes
Colletotrichum_plurivorum_KAF6828315.1	KAF6828315.1	GCA_014235945.1	NotLichen	gcf_4	Colletotrichum_plurivorum	Colletotrichum	Sordariomycetes
Colletotrichum_orchidophilum_XP_022477578.1	XP_022477578.1	GCF_001831195.1	NotLichen	gcf_4	Colletotrichum_orchidophilum	Colletotrichum	Sordariomycetes
Colletotrichum_orbiculare_TDZ17109.1	TDZ17109.1	GCA_000350065.2	NotLichen	gcf_4	Colletotrichum_orbiculare	Colletotrichum	Sordariomycetes
Colletotrichum_nymphaeae_KXH64559.1	KXH64559.1	GCA_001563115.1	NotLichen	gcf_4	Colletotrichum_nymphaeae	Colletotrichum	Sordariomycetes
Colletotrichum_musicola_KAF6835369.1	KAF6835369.1	GCA_014235935.1	NotLichen	gcf_4	Colletotrichum_musicola	Colletotrichum	Sordariomycetes
Colletotrichum_lupini_XP_049138434.1	XP_049138434.1	GCF_023278565.1	NotLichen	gcf_4	Colletotrichum_lupini	Colletotrichum	Sordariomycetes
Colletotrichum_karsti_KAF9870949.1	KAF9870949.1	GCA_011947395.2	NotLichen	gcf_4	Colletotrichum_karsti	Colletotrichum	Sordariomycetes
Colletotrichum_incanum_OHW97049.1	OHW97049.1	GCA_001855235.1	NotLichen	gcf_4	Colletotrichum_incanum	Colletotrichum	Sordariomycetes
Colletotrichum_higginsianum_TID06464.1	TID06464.1	GCA_004920355.1	NotLichen	gcf_4	Colletotrichum_higginsianum	Colletotrichum	Sordariomycetes
Colletotrichum_graminicola_XP_008100211.1	XP_008100211.1	GCF_000149035.1	NotLichen	gcf_4	Colletotrichum_graminicola	Colletotrichum	Sordariomycetes
Colletotrichum_gloeosporioides_KAH9240617.1	KAH9240617.1	GCA_021432615.1	NotLichen	gcf_4	Colletotrichum_gloeosporioides	Colletotrichum	Sordariomycetes
Colletotrichum_fructicola_KAF4492105.1	KAF4492105.1	GCA_000319635.2	NotLichen	gcf_4	Colletotrichum_fructicola	Colletotrichum	Sordariomycetes
Colletotrichum_fioriniae_XP_007594738.1	XP_007594738.1	GCF_000582985.1	NotLichen	gcf_4	Colletotrichum_fioriniae	Colletotrichum	Sordariomycetes
Colletotrichum_filicis_KAI3538148.1	KAI3538148.1	GCA_023376865.1	NotLichen	gcf_4	Colletotrichum_filicis	Colletotrichum	Sordariomycetes
Colletotrichum_chlorophyti_OLN87378.1	OLN87378.1	GCA_001937105.1	NotLichen	gcf_4	Colletotrichum_chlorophyti	Colletotrichum	Sordariomycetes
Colletotrichum_camelliae_KAH0425987.1	KAH0425987.1	GCA_011947485.2	NotLichen	gcf_4	Colletotrichum_camelliae	Colletotrichum	Sordariomycetes
Colletotrichum_asianum_KAF0327129.1	KAF0327129.1	GCA_009806415.1	NotLichen	gcf_4	Colletotrichum_asianum	Colletotrichum	Sordariomycetes
Colletotrichum_aenigma_XP_037184238.1	XP_037184238.1	GCF_013390185.1	NotLichen	gcf_4	Colletotrichum_aenigma	Colletotrichum	Sordariomycetes
Colletotrichum_abscissum_KAI3556817.1	KAI3556817.1	GCA_023376855.1	NotLichen	gcf_4	Colletotrichum_abscissum	Colletotrichum	Sordariomycetes
Chalara_longipes_KAE9379914.1	KAE9379914.1	GCA_009732865.1	NotLichen	gcf_4	Chalara_longipes	Chalara	Leotiomycetes
Chaetothyriales_sp_CBS_134916_RMZ79883.1	RMZ79883.1	GCA_003709845.1	NotLichen	gcf_4	Chaetothyriales_sp_CBS_134916		Eurotiomycetes
Camillea_tinctor_KAI5924925.1	KAI5924925.1	GCA_022578605.1	NotLichen	gcf_4	Camillea_tinctor	Camillea	Sordariomycetes
Caloplaca_ligustica_KAI4139802.1	KAI4139802.1	GCA_023645885.1	Lichen	gcf_4	Caloplaca_ligustica	Caloplaca	Lecanoromycetes
Biscogniauxia_sp_FL1348_KAI0602879.1	KAI0602879.1	GCA_022544895.1	NotLichen	gcf_4	Biscogniauxia_sp_FL1348	Biscogniauxia	Sordariomycetes
Biscogniauxia_mediterranea_KAI1633315.1	KAI1633315.1	GCA_022478735.1	NotLichen	gcf_4	Biscogniauxia_mediterranea	Biscogniauxia	Sordariomycetes
Biscogniauxia_marginata_KAI1499112.1	KAI1499112.1	GCA_022695795.1	NotLichen	gcf_4	Biscogniauxia_marginata	Biscogniauxia	Sordariomycetes
Aspergillus_ruber_XP_040641139.1	XP_040641139.1	GCF_000600275.1	NotLichen	gcf_4	Aspergillus_ruber	Aspergillus	Eurotiomycetes
Aspergillus_glaucus_XP_022399218.1	XP_022399218.1	GCF_001890805.1	NotLichen	gcf_4	Aspergillus_glaucus	Aspergillus	Eurotiomycetes
Aspergillus_cristatus_ODM16436.1	ODM16436.1	GCA_001717485.1	NotLichen	gcf_4	Aspergillus_cristatus	Aspergillus	Eurotiomycetes
Aspergillus_chevalieri_XP_043136452.1	XP_043136452.1	GCF_016861735.1	NotLichen	gcf_4	Aspergillus_chevalieri	Aspergillus	Eurotiomycetes
Aplosporella_prunicola_XP_033393891.1	XP_033393891.1	GCF_010093885.1	NotLichen	gcf_4	Aplosporella_prunicola	Aplosporella	Dothideomycetes
Annulohypoxylon_bovei_KAI2464696.1	KAI2464696.1	GCA_022836615.1	NotLichen	gcf_4	Annulohypoxylon_bovei	Annulohypoxylon	Sordariomycetes
Xylariomycetidae_sp_FL2044_KAH9905169.1	KAH9905169.1	GCA_022376275.1	NotLichen	gcf_6	Xylariomycetidae_sp_FL2044		Sordariomycetes
Xylariales_sp_PMI_506_KAH8651434.1	KAH8651434.1	GCA_021365275.1	NotLichen	gcf_6	Xylariales_sp_PMI_506		Sordariomycetes
Xylariaceae_sp_FL0662B_KAI0010805.1	KAI0010805.1	GCA_022376535.1	NotLichen	gcf_6	Xylariaceae_sp_FL0662B		Sordariomycetes
Xylaria_telfairii_KAI0440046.1	KAI0440046.1	GCA_022495065.1	NotLichen	gcf_6	Xylaria_telfairii	Xylaria	Sordariomycetes
Xylaria_cf_heliscus_KAI0483810.1	KAI0483810.1	GCA_022539335.1	NotLichen	gcf_6	Xylaria_cf_heliscus	Xylaria	Sordariomycetes
Whalleya_microplaca_KAI1077747.1	KAI1077747.1	GCA_022497155.1	NotLichen	gcf_6	Whalleya_microplaca	Whalleya	Sordariomycetes
Wardomyces_moseri_KAI1852996.1	KAI1852996.1	GCA_022829195.1	NotLichen	gcf_6	Wardomyces_moseri	Wardomyces	Sordariomycetes
Verticillium_nonalfalfae_XP_028496707.1	XP_028496707.1	GCF_003724135.2	NotLichen	gcf_6	Verticillium_nonalfalfae	Verticillium	Sordariomycetes
Ustulina_deusta_KAI0903026.1	KAI0903026.1	GCA_022496955.1	NotLichen	gcf_6	Ustulina_deusta	Ustulina	Sordariomycetes
Ustilaginoidea_virens_QUC21371.1	QUC21371.1	GCA_000687475.2	NotLichen	gcf_6	Ustilaginoidea_virens	Ustilaginoidea	Sordariomycetes
Uncinocarpus_reesii_EEP78013.1	EEP78013.1	GCA_000003515.2	NotLichen	gcf_6	Uncinocarpus_reesii	Uncinocarpus	Eurotiomycetes
Tulosesus_angulatus_KAF5309310.1	KAF5309310.1	GCA_013368325.1	NotLichen	gcf_6	Tulosesus_angulatus	Tulosesus	Agaricomycetes
Truncatella_angustata_XP_045951534.1	XP_045951534.1	GCF_020726525.1	NotLichen	gcf_6	Truncatella_angustata	Truncatella	Sordariomycetes
Trichoderma_virens_EHK26811.1	EHK26811.1	GCA_000170995.2	NotLichen	gcf_6	Trichoderma_virens	Trichoderma	Sordariomycetes
Trichoderma_simmonsii_QYT05146.1	QYT05146.1	GCA_019565615.1	NotLichen	gcf_6	Trichoderma_simmonsii	Trichoderma	Sordariomycetes
Trichoderma_semiorbis_KAH0522848.1	KAH0522848.1	GCA_020045945.2	NotLichen	gcf_6	Trichoderma_semiorbis	Trichoderma	Sordariomycetes
Trichoderma_reesei_EGR44678.1	EGR44678.1	GCA_000167675.2	NotLichen	gcf_6	Trichoderma_reesei	Trichoderma	Sordariomycetes
Trichoderma_parareesei_OTA00327.1	OTA00327.1	GCA_001050175.1	NotLichen	gcf_6	Trichoderma_parareesei	Trichoderma	Sordariomycetes
Trichoderma_longibrachiatum_PTB71798.1	PTB71798.1	GCA_003025155.1	NotLichen	gcf_6	Trichoderma_longibrachiatum	Trichoderma	Sordariomycetes
Trichoderma_lentiforme_KAF3070287.1	KAF3070287.1	GCA_011066345.1	NotLichen	gcf_6	Trichoderma_lentiforme	Trichoderma	Sordariomycetes
Trichoderma_harzianum_XP_024770603.1	XP_024770603.1	GCF_003025095.1	NotLichen	gcf_6	Trichoderma_harzianum	Trichoderma	Sordariomycetes
Trichoderma_guizhouense_OPB40583.1	OPB40583.1	GCA_002022785.1	NotLichen	gcf_6	Trichoderma_guizhouense	Trichoderma	Sordariomycetes
Trichoderma_gracile_KAH0489732.1	KAH0489732.1	GCA_020002365.1	NotLichen	gcf_6	Trichoderma_gracile	Trichoderma	Sordariomycetes
Trichoderma_gamsii_XP_018665419.1	XP_018665419.1	GCF_001481775.1	NotLichen	gcf_6	Trichoderma_gamsii	Trichoderma	Sordariomycetes
Trichoderma_gamsii_XP_018662495.1	XP_018662495.1	GCF_001481775.1	NotLichen	gcf_6	Trichoderma_gamsii	Trichoderma	Sordariomycetes
Trichoderma_cornudamae_KAH6609978.1	KAH6609978.1	GCA_020631695.1	NotLichen	gcf_6	Trichoderma_cornudamae	Trichoderma	Sordariomycetes
Trichoderma_citrinoviride_XP_024748841.1	XP_024748841.1	GCF_003025115.1	NotLichen	gcf_6	Trichoderma_citrinoviride	Trichoderma	Sordariomycetes
Trichoderma_atroviride_EHK44640.1	EHK44640.1	GCA_000171015.2	NotLichen	gcf_6	Trichoderma_atroviride	Trichoderma	Sordariomycetes
Trichoderma_atroviride_EHK39378.1	EHK39378.1	GCA_000171015.2	NotLichen	gcf_6	Trichoderma_atroviride	Trichoderma	Sordariomycetes
